room_id,host_id,total_score
3589869,848964,3.0
4461111,13226301,3.0
6744795,30283594,3.0
11021254,10720336,3.0
8813104,46169269,3.0
11545785,31368662,3.0
9596153,45167058,3.0
8761060,45942466,3.0
12969495,4605418,3.0
13028899,43544288,3.0
10730102,32150958,3.0
1077105,5927277,3.0
12901078,27871799,3.0
6093430,31622975,3.0
12707324,69077492,3.0
10537553,41932249,3.0
11087731,26420664,3.0
12344760,66654235,3.0
12022510,17618315,3.0
10478553,9818757,3.0
1959873,10127577,3.0
6268082,25660835,3.0
13019560,71874341,3.0
9710999,34332489,3.0
10945774,51673899,3.0
13090471,33323873,3.0
6627802,30658962,3.0
12432623,33319723,3.0
11011124,265036,3.0
11313921,59163294,3.0
10812807,7466486,3.0
12766542,33233678,3.0
8992733,46973308,3.0
13066242,70061928,3.0
12888179,60626931,3.0
12826881,18034920,3.0
12623651,68517511,3.0
11572070,47664830,3.0
11389072,1997048,3.0
13002808,67536196,3.0
12815191,38700232,3.0
13062783,44620221,3.0
11964926,63906798,3.0
9156437,16308495,3.0
11635232,61664567,3.0
12891323,17000652,3.0
4607307,23873896,3.0
7461091,39055334,3.0
12186553,15589117,3.0
12990519,71573513,3.0
2513870,12867663,3.0
8899828,31175333,3.0
9507164,814298,3.0
7768541,4655423,3.0
10153739,30283594,3.0
12897590,70637430,3.0
7927765,18479599,3.0
11069156,7069145,3.0
13066117,42820495,3.0
12563549,34226261,3.0
10559976,52601623,3.0
12890140,54064917,3.0
11432300,60063253,3.0
10053369,30283594,3.0
12891224,14004174,3.0
10118379,30283594,3.0
11336922,59334069,3.0
11587574,53989804,3.0
2656568,13597630,3.0
11148266,51449558,3.0
13063952,21745230,3.0
12808014,28197086,3.0
12492474,67637928,3.0
12964009,71188385,3.0
13041752,72132089,3.0
8932377,26023138,3.0
9992532,30283594,3.0
12368082,15198549,3.0
5824015,30228015,3.0
7052847,10336060,3.0
9992751,30283594,3.0
13063236,6950436,3.0
6551454,29224952,3.0
9796309,9671845,3.0
13005092,2387437,3.0
12581300,68232240,3.0
13007354,20696611,3.0
13044229,72163500,3.0
12254824,2086352,3.0
9332643,5911459,3.0
9352045,43009413,3.0
8390793,44203099,3.0
13020473,18423579,3.0
2443944,4442258,3.0
3420384,431385,3.0
12232615,17893434,3.0
12604505,19094700,3.0
7067397,29407427,3.0
11717217,37670913,3.0
10118946,30283594,3.0
12735138,69252303,3.0
13037435,19960187,3.0
12871837,60115031,3.0
10185646,1997048,3.0
10860611,7845075,3.0
10136854,30283594,3.0
9644312,45038647,3.0
12052292,19260037,3.0
12414737,37000074,3.0
12739300,61322326,3.0
9989001,11189145,3.0
12184433,65476280,3.0
12871137,70390911,3.0
8626752,9492322,3.0
12208307,34122490,3.0
2744320,14004174,3.0
7840752,8654826,3.0
10706413,49741901,3.0
12592696,35068378,3.0
8338792,29066313,3.0
9410831,48796146,3.0
4947739,3744960,3.0
7934491,18479599,3.0
6499228,21021264,3.0
12103501,16186589,3.0
11256475,54064917,3.0
9261966,105154,3.0
13066225,42820495,3.0
12930634,70983352,3.0
13065227,15153123,3.0
12857981,64824435,3.0
9841645,18683719,3.0
11857549,44213412,3.0
8132163,29465919,3.0
12813289,3179912,3.0
11823618,19293231,3.0
5447285,28254412,3.0
8164953,30283594,3.0
12604325,17587982,3.0
646087,3236611,3.0
5761194,29888310,3.0
9166002,3169119,3.0
11357756,56359408,3.0
10881600,56359408,3.0
13052129,42820495,3.0
12657537,18479599,3.0
11973196,50232369,3.0
12990153,71568696,3.0
12948018,21595891,3.0
947751,5137376,3.0
8336364,18807764,3.0
12593295,48876489,3.0
12209339,65660258,3.0
10779412,29852577,3.0
3283689,15735780,3.0
12855343,12164071,3.0
12930651,5580771,3.0
8381472,44169062,3.0
12454069,67383376,3.0
12209147,65660258,3.0
47725,25188,3.0
12590872,54064917,3.0
47722,25188,3.0
11788394,27127153,3.0
9533193,49381951,3.0
9926208,26223574,3.0
6467991,5408506,3.0
13079659,12243051,3.0
12972787,20696611,3.0
12854553,8907338,3.0
12470617,67493832,3.0
13016776,71842495,3.0
13041602,72132089,3.0
6600417,28090138,3.0
12566065,68125441,3.0
11118970,10252474,3.0
12472811,58635382,3.0
12755021,9993095,3.0
6451456,33687245,3.0
12089399,30283594,3.0
11751289,42847628,3.0
13017678,18753489,3.0
9868322,47328881,3.0
10118091,30283594,3.0
8187052,30283594,3.0
9446242,3977458,3.0
6894734,36128699,3.0
12270833,66095644,3.0
9833460,5028116,3.0
10119075,30283594,3.0
4627334,23718760,3.0
9793239,50471189,3.0
1242798,1934182,3.0
12998582,14165150,3.0
8589560,9721496,3.0
13032174,2133022,3.0
12051555,57328816,3.0
12984263,9419684,3.0
12833769,35850440,3.0
12803718,54099497,3.0
12874603,48719428,3.0
13007112,41090120,3.0
12940849,25205247,3.0
11127085,26347507,3.0
9531326,1229497,3.0
10123024,28564205,3.0
12679021,38001139,3.0
13046976,507084,3.0
13074722,3552368,3.0
4556374,3690995,3.0
12656844,33233678,3.0
3415617,5872764,3.0
7856208,41439483,3.0
9840595,32532791,3.0
8367382,44095370,3.0
9201923,32804815,3.0
12811560,41734842,3.0
6449549,873460,3.0
8336388,29066313,3.0
6716872,27805870,3.0
7414930,32823196,3.0
5884210,28056464,3.0
5775139,29963974,3.0
12931313,50646598,3.0
12738816,7981083,3.0
12399867,26932750,3.0
4552675,3003724,3.0
9425087,45835636,3.0
12153945,65261570,3.0
12696973,52130058,3.0
10949319,51373748,3.0
12931421,19201715,3.0
13028092,9039817,3.0
11771810,26345165,3.0
10228228,30283594,3.0
12983674,7744251,3.0
6068207,31044304,3.0
12849985,70196711,3.0
13029918,29227463,3.0
11634638,3987348,3.0
10379031,53427121,3.0
12997521,71639556,3.0
8291550,43717277,3.0
12603280,22541573,3.0
13083938,2844785,3.0
5729203,29690250,3.0
11759332,16186589,3.0
10139648,33506779,3.0
6672582,14165150,3.0
12341700,66629608,3.0
12971329,52601623,3.0
12890156,38438502,3.0
12752020,41100756,3.0
12870514,18202088,3.0
9611030,49727483,3.0
8595227,45229943,3.0
11987762,30283594,3.0
13078148,20857768,3.0
7482195,34552909,3.0
4046057,2947824,3.0
12306135,66356498,3.0
12827851,17519745,3.0
11061030,50072079,3.0
4483906,23209495,3.0
12913053,1984434,3.0
9218288,21361004,3.0
10053928,30283594,3.0
10789952,55833363,3.0
8334845,30283594,3.0
13054720,72272410,3.0
12344014,1570388,3.0
10317376,47928798,3.0
6611126,34594389,3.0
12480200,23884897,3.0
8152796,40314351,3.0
12712045,32156083,3.0
12962229,60081407,3.0
8714682,15015493,3.0
5748063,25910317,3.0
12979965,43217109,3.0
8325544,30283594,3.0
12049787,32532791,3.134
12006089,59082726,3.378
12268144,28974969,3.378
9993602,30283594,3.378
12828996,70007887,3.378
4653267,9520740,3.378
5212321,11725202,3.378
11649321,47664830,3.378
7358714,12243051,3.378
12126774,42124254,3.378
12115920,20507527,3.378
12875295,10389396,3.378
3359170,25188,3.378
12091740,33773832,3.378
7841193,41311781,3.378
12560987,3594203,3.378
10945407,51354463,3.378
12436115,5618949,3.378
6993585,3755714,3.378
10928093,29385474,3.378
7949859,18479599,3.378
195515,25188,3.378
12608363,68434060,3.378
11410652,4597875,3.378
9424920,45835636,3.378
12855005,12164071,3.378
10495489,54104687,3.378
6887053,18969796,3.378
7939556,18479599,3.378
11592067,37088123,3.378
5412487,246083,3.378
4759640,24559114,3.378
11970702,6201198,3.378
9750460,4590803,3.378
9057435,47251069,3.378
4409653,9419684,3.378
5498472,28518068,3.378
8079235,30283594,3.378
12665563,20823261,3.378
9470342,41734842,3.378
11697356,42738926,3.378
8015793,962698,3.378
9430774,46153497,3.378
12523542,67837503,3.378
10052824,30283594,3.378
12494334,31035017,3.378
10298551,52986032,3.378
1819994,9529655,3.378
54487,25188,3.378
8097453,30283594,3.378
10241577,30283594,3.378
4315439,22402141,3.378
9137560,47588894,3.378
11648688,47664830,3.378
11255423,31730544,3.378
4493030,9419684,3.378
4812786,24456619,3.378
11787441,54099497,3.378
10905777,56520305,3.378
9047646,47208651,3.378
5768195,21886762,3.378
10560698,27997670,3.378
11947150,63009427,3.378
9142254,47609847,3.378
6015021,30283594,3.378
9137386,1203849,3.378
10764250,53699829,3.378
6965516,31175333,3.378
12641360,41266485,3.378
11320371,206353,3.378
6575654,8881643,3.378
10050351,30283594,3.378
6854357,9953174,3.378
12343177,14451298,3.378
12366845,66812129,3.378
4334206,22503918,3.378
8184662,30283594,3.378
65348,319393,3.378
10051357,30283594,3.378
951480,25188,3.378
11866869,15349238,3.378
10052232,30283594,3.378
7678756,25716111,3.378
6798074,30283594,3.378
9154256,47657221,3.378
2376518,10250257,3.378
9709597,49420203,3.378
11258721,16186589,3.378
10279083,21401498,3.378
11016623,28123912,3.378
11966297,63588471,3.378
9736673,44375389,3.378
11213228,50935492,3.378
10117803,30283594,3.378
1776190,25188,3.378
9920084,30283594,3.378
10116429,30283594,3.378
2915643,14891491,3.378
1928785,9989245,3.378
7050397,36973561,3.378
10116601,30283594,3.378
12653367,14987763,3.378
6955911,20162776,3.378
1264217,1798561,3.378
1044307,25188,3.378
5532549,26379614,3.378
8831050,3668535,3.378
8048838,31233940,3.378
11799482,7825154,3.378
4585452,23769200,3.378
10656206,4897723,3.378
12287958,32532791,3.378
7106162,24658662,3.378
11126122,57677138,3.378
4410765,9795590,3.378
8518665,12243051,3.378
11590512,12243051,3.378
8146141,10876417,3.378
12621627,67679405,3.378
6287797,14980002,3.378
9728602,4127253,3.378
10656899,4897723,3.378
9452993,14980513,3.378
12882998,66192270,3.378
6693305,14303759,3.378
12587494,7007043,3.378
5813992,122982,3.378
4180178,20598985,3.378
6706463,34308622,3.378
8732121,22348222,3.378
10051842,30283594,3.378
8180340,40887255,3.378
9685076,16186589,3.378
12125635,57812241,3.378
6689219,35011464,3.378
3974503,20598985,3.378
11304657,22089451,3.378
12175961,16186589,3.378
7092874,2100288,3.378
11568947,20857768,3.378
2729015,8130814,3.378
1717816,4195134,3.378
6763587,34832265,3.378
12274601,11332246,3.378
6005290,31175333,3.378
2742204,12670108,3.378
9346513,28358624,3.378
7772806,40887255,3.378
6823628,4195134,3.378
8614167,45290513,3.378
8265182,43544288,3.378
9008826,35373289,3.378
12081834,1827998,3.378
10234895,52601623,3.378
9494098,15583990,3.378
8720673,8015347,3.378
8410270,33688127,3.378
12390027,33101721,3.378
12835086,70064872,3.378
12812290,56137655,3.378
11300899,36982379,3.378
10807,38440,3.378
9723217,35423230,3.378
8816616,46186165,3.378
11687031,12243051,3.378
5769127,22348222,3.378
9953144,50646598,3.378
12738146,69273575,3.378
5355128,26367207,3.378
12599820,68369590,3.378
7511737,22348222,3.378
6373729,32041326,3.378
5947098,508268,3.378
12023820,39068983,3.378
7474855,22348222,3.378
8082512,22348222,3.378
10309569,3333602,3.378
12318093,66447831,3.378
10903094,21797786,3.378
11528125,10138187,3.378
4490826,9419684,3.378
6763409,22348222,3.378
11042379,50399636,3.378
11679156,3598466,3.378
11708583,62240776,3.378
9393163,47487818,3.378
7325084,14697946,3.378
6476613,33835566,3.378
11921486,63617461,3.378
12067685,3981669,3.378
6951197,31020029,3.378
8303748,22585074,3.378
7645862,508268,3.378
8908145,45402419,3.378
12387280,30209747,3.378
12465356,65097579,3.378
9858,25188,3.378
11696314,62153968,3.378
5932267,183065,3.378
12727401,69203736,3.378
1071144,25188,3.378
11159585,57514323,3.378
12865092,7516089,3.378
4469799,23190204,3.378
8249201,43502861,3.378
4109165,9419684,3.378
9057418,47251069,3.378
3278624,9419684,3.378
12647606,55603,3.378
12824498,10524003,3.378
4736217,16052189,3.378
9677354,391664,3.378
10634164,14340981,3.378
12811816,69856865,3.378
4644069,6967157,3.378
9166393,20224115,3.378
11474130,60374290,3.378
8165898,30283594,3.378
9180965,46814477,3.378
12211821,5618949,3.378
11929515,63673355,3.378
6844012,30283594,3.378
8336609,30283594,3.378
9238963,22779296,3.378
8146576,30283594,3.378
6951829,30283594,3.378
11980767,5241671,3.378
10627514,16337422,3.378
12286410,32532791,3.378
6291807,16375951,3.378
12683680,68927890,3.378
9926215,37448147,3.378
8970779,46878954,3.378
9865550,2646681,3.378
7093109,37177446,3.378
9826706,50611381,3.378
9390951,37344176,3.378
10116726,30283594,3.378
8097903,25188,3.378
6731122,35251419,3.378
11853416,7900634,3.378
713627,3581975,3.378
10036037,30283594,3.378
11041684,51673899,3.378
9349614,3900945,3.378
6776075,35473489,3.378
1886037,1587128,3.378
6790961,30283594,3.378
7052171,36885389,3.378
11370704,1263583,3.378
13037372,9039817,3.378
8029788,42396951,3.378
9299739,9830531,3.378
5871900,30489899,3.378
7036112,24545104,3.378
12463555,67325902,3.378
8983081,26704689,3.378
8552338,17892292,3.378
9591772,29925050,3.378
5959740,27858335,3.378
8309604,4127253,3.378
8645254,41306542,3.378
1214214,2021429,3.378
7513906,22348222,3.378
10862342,5635152,3.378
12708781,69086583,3.378
6000531,1446735,3.378
9125711,10211215,3.378
7783953,32304279,3.378
9854083,50646598,3.378
8335210,30283594,3.378
7845607,38120441,3.378
12960226,71255002,3.378
9886478,50856224,3.378
7308623,36811327,3.378
10271867,52274002,3.378
7080514,9046262,3.378
10353263,53285192,3.378
4103249,7048825,3.378
12761363,69422156,3.378
10064803,51050977,3.378
12699603,69028974,3.378
7592616,4031770,3.378
6761345,35381728,3.378
7708844,24950258,3.378
9685085,16186589,3.378
7294565,11822816,3.378
12508801,61279591,3.378
10434883,48494513,3.378
10149314,30283594,3.378
8106822,25844126,3.378
771309,239850,3.378
67946,25188,3.378
7853971,814298,3.378
11550767,4048641,3.378
12831151,15102445,3.378
13060366,67118171,3.378
12157444,1034511,3.378
5590505,28985064,3.378
7245413,37881504,3.378
9706279,7410606,3.378
10855052,56225393,3.378
12262803,30708464,3.378
10054194,30283594,3.378
6838488,14785487,3.378
10853409,18272340,3.378
12074204,64704565,3.378
12433184,64969164,3.378
9906851,50941338,3.378
12386020,64200298,3.378
11036835,27862749,3.378
9460898,1444340,3.378
5856633,30408736,3.378
2243499,9419684,3.378
10411383,44617326,3.378
9897713,5275817,3.378
8101338,13263766,3.378
11035223,4343802,3.378
9993559,51342173,3.378
9169272,47719377,3.378
11775961,62692465,3.378
5511911,25079218,3.378
13017162,18202088,3.378
12735111,69252188,3.378
9974833,15222708,3.378
9504314,20934696,3.378
11494020,60344161,3.378
12071820,64682226,3.378
11125734,3173838,3.378
12604733,18202088,3.378
5858133,3483194,3.378
6227976,32304279,3.378
9541666,40888395,3.378
6640662,32079650,3.378
11897768,3630233,3.378
12227302,17198627,3.378
7735518,26956083,3.378
12176027,46984941,3.378
4503393,16442921,3.634
11796879,13649503,3.7560000000000002
9574727,2976895,3.7560000000000002
12949270,18896448,3.7560000000000002
1868205,9419684,3.7560000000000002
8063870,9419684,3.7560000000000002
9727523,50199143,3.7560000000000002
11397826,59813542,3.7560000000000002
11376403,16186589,3.7560000000000002
8134231,93916,3.7560000000000002
12738641,69277254,3.7560000000000002
6766281,35423230,3.7560000000000002
12573682,68185190,3.7560000000000002
8226982,6703626,3.7560000000000002
12563026,25034128,3.7560000000000002
10909691,21832673,3.7560000000000002
12426977,1399007,3.7560000000000002
